ticker,mktshare,ipo_date
000600.SZ,"1,791,626,376.00",6/6/1996
000601.SZ,"1,080,551,669.00",8/30/1996
000603.SZ,"504,988,667.00",8/23/1996
000605.SZ,"194,991,066.00",9/13/1996
000606.SZ,"472,113,600.00",10/4/1996
000607.SZ,"1,017,698,410.00",8/30/1996
000608.SZ,"749,913,309.00",9/19/1996
000609.SZ,"298,095,522.00",10/10/1996
000610.SZ,"236,747,901.00",9/26/1996
000611.SZ,"321,822,022.00",10/8/1996
000612.SZ,"1,202,844,594.00",9/26/1996
000613.SZ,"364,100,000.00",1/28/1997
000615.SZ,"211,677,316.00",10/16/1996
000616.SZ,"1,430,234,425.00",11/8/1996
000617.SZ,"287,539,200.00",10/22/1996
000619.SZ,"360,000,000.00",10/23/1996
000620.SZ,"1,896,690,420.00",10/29/1996
000622.SZ,"425,226,000.00",11/7/1996
000623.SZ,"894,438,433.00",10/28/1996
000625.SZ,"4,662,886,108.00",6/10/1997
000626.SZ,"202,500,000.00",11/28/1996
000627.SZ,"1,353,589,866.00",11/12/1996
000628.SZ,"311,480,000.00",11/18/1996
000629.SZ,"8,589,746,202.00",11/15/1996
000630.SZ,"9,560,643,685.00",11/20/1996
000631.SZ,"1,463,713,654.00",11/22/1996
000632.SZ,"465,519,570.00",11/21/1996
000633.SZ,"385,106,373.00",11/12/1996
000635.SZ,"303,087,602.00",11/20/1996
000636.SZ,"807,329,948.00",11/29/1996
000637.SZ,"519,875,356.00",11/14/1996
000638.SZ,"309,400,000.00",11/26/1996
000639.SZ,"376,645,668.00",11/26/1996
000650.SZ,"1,238,340,076.00",12/10/1996
000651.SZ,"6,015,730,878.00",11/18/1996
000652.SZ,"1,475,573,852.00",11/28/1996
000655.SZ,"595,340,230.00",11/28/1996
000656.SZ,"4,135,620,153.00",11/28/1996
000657.SZ,"628,654,664.00",12/5/1996
000659.SZ,"1,285,702,520.00",12/3/1996
000661.SZ,"131,326,570.00",12/18/1996
000662.SZ,"287,989,200.00",12/16/1996
000663.SZ,"309,142,405.00",12/6/1996
000665.SZ,"636,217,448.00",12/10/1996
000666.SZ,"704,130,000.00",12/10/1996
000667.SZ,"2,559,592,332.00",12/5/1996
000668.SZ,"146,841,890.00",12/10/1996
000669.SZ,"486,006,284.00",12/10/1996
000670.SZ,"816,627,360.00",12/17/1996
000671.SZ,"3,241,748,835.00",12/18/1996
000672.SZ,"813,619,871.00",12/18/1996
000673.SZ,"393,080,000.00",1/24/1997
000676.SZ,"314,586,699.00",12/24/1996
000677.SZ,"863,977,948.00",12/26/1996
000678.SZ,"429,079,797.00",1/6/1997
000679.SZ,"356,400,000.00",1/24/1997
000680.SZ,"1,240,787,611.00",1/22/1997
000681.SZ,"700,577,436.00",1/21/1997
000682.SZ,"978,163,195.00",1/21/1997
000683.SZ,"1,618,891,844.00",1/31/1997
000685.SZ,"1,401,629,787.00",1/23/1997
000686.SZ,"1,957,166,032.00",2/27/1997
000687.SZ,"757,368,462.00",2/21/1997
000688.SZ,"1,137,299,314.00",1/20/1997
000690.SZ,"1,726,612,500.00",1/28/1997
000691.SZ,"323,270,000.00",2/28/1997
000692.SZ,"532,832,976.00",2/27/1997
000693.SZ,"543,491,923.00",2/26/1997
000695.SZ,"222,147,539.00",2/18/1997
000697.SZ,"559,680,049.00",3/25/1997
000698.SZ,"660,928,528.00",2/20/1997
000700.SZ,"358,603,951.00",2/28/1997
000701.SZ,"310,884,043.00",2/26/1997
000702.SZ,"266,634,576.00",3/18/1997
000703.SZ,"1,165,287,626.00",3/28/1997
000705.SZ,"334,123,286.00",4/10/1997
000707.SZ,"464,145,765.00",4/15/1997
000708.SZ,"449,408,480.00",3/26/1997
000709.SZ,"10,618,607,852.00",4/16/1997
000710.SZ,"151,200,000.00",4/22/1997
000711.SZ,"160,898,400.00",4/11/1997
000712.SZ,"896,000,000.00",4/15/1997
000713.SZ,"298,875,968.00",4/22/1997
000715.SZ,"279,006,000.00",5/8/1997
000716.SZ,"318,542,222.00",4/18/1997
000717.SZ,"2,419,524,410.00",5/8/1997
000718.SZ,"2,656,150,329.00",4/8/1997
000719.SZ,"787,079,807.00",3/31/1997
000720.SZ,"863,460,000.00",5/9/1997
000721.SZ,"499,055,920.00",4/30/1997
000722.SZ,"464,158,282.00",5/22/1997
000723.SZ,"279,198,390.00",5/15/1997
000725.SZ,"35,153,067,743.00",1/12/2001
000726.SZ,"955,758,496.00",12/25/2000
000727.SZ,"2,264,783,490.00",5/20/1997
000728.SZ,"1,964,100,000.00",6/16/1997
000729.SZ,"2,818,539,341.00",7/16/1997
000731.SZ,"591,484,352.00",6/17/1997
000732.SZ,"1,244,450,720.00",7/4/1997
000733.SZ,"469,342,218.00",7/3/1997
000735.SZ,"880,132,000.00",6/11/1997
000736.SZ,"297,193,885.00",4/25/1997
000737.SZ,"548,760,000.00",4/28/1997
000738.SZ,"1,145,642,349.00",6/26/1997
000739.SZ,"1,146,869,310.00",5/9/1997
000748.SZ,"814,818,606.00",7/4/1997
000750.SZ,"2,810,361,315.00",7/9/1997
000751.SZ,"1,409,869,279.00",6/26/1997
000752.SZ,"263,758,491.00",6/25/1997
000753.SZ,"884,146,545.00",6/26/1997
000755.SZ,"469,264,621.00",6/27/1997
000756.SZ,"457,312,830.00",8/6/1997
000757.SZ,"451,621,156.00",6/27/1997
000758.SZ,"984,689,212.00",4/16/1997
000759.SZ,"681,021,500.00",5/19/1997
000760.SZ,"771,844,628.00",6/27/1997
000761.SZ,"3,136,000,000.00",1/15/1998
000762.SZ,"475,974,877.00",7/8/1997
000766.SZ,"573,488,849.00",4/30/1997
000767.SZ,"2,253,737,800.00",6/9/1997
000768.SZ,"2,768,645,071.00",6/26/1997
000776.SZ,"7,621,087,664.00",6/11/1997
000777.SZ,"383,417,593.00",7/10/1997
000778.SZ,"3,643,307,361.00",6/6/1997
000779.SZ,"186,441,020.00",5/28/1997
000780.SZ,"1,014,306,324.00",6/6/1997
000782.SZ,"528,139,623.00",6/19/1997
000783.SZ,"4,742,467,678.00",7/31/1997
000785.SZ,"251,221,698.00",7/11/1997
000786.SZ,"1,413,981,592.00",6/6/1997
000788.SZ,"595,987,425.00",6/16/1997
000789.SZ,"613,364,368.00",9/23/1997
000790.SZ,"431,021,374.00",3/27/1998
000791.SZ,"722,157,900.00",10/14/1997
000792.SZ,"1,590,509,203.00",9/4/1997
000793.SZ,"2,051,228,683.00",7/29/1997
000795.SZ,"444,486,764.00",8/8/1997
000796.SZ,"246,542,015.00",7/3/1997
000797.SZ,"389,452,440.00",7/15/1997
000798.SZ,"319,455,000.00",2/12/1998
000799.SZ,"324,928,980.00",7/18/1997
000800.SZ,"1,627,500,000.00",6/18/1997
000801.SZ,"511,403,323.00",5/6/1998
000802.SZ,"388,600,360.00",1/8/1998
000803.SZ,"127,730,893.00",3/3/1998
000806.SZ,"1,099,911,762.00",4/16/1998
000807.SZ,"1,898,611,645.00",4/8/1998
000809.SZ,"549,860,862.00",6/16/1998
000810.SZ,"998,503,266.00",6/2/1998
000811.SZ,"435,369,434.00",5/28/1998
000812.SZ,"447,375,651.00",6/23/1998
000813.SZ,"467,495,367.00",5/19/1998
000815.SZ,"316,800,000.00",6/9/1998
000816.SZ,"1,418,803,318.00",8/18/1997
000818.SZ,"680,000,000.00",10/17/1997
000819.SZ,"246,111,657.00",6/25/1997
000820.SZ,"287,834,760.00",6/30/1998
000821.SZ,"477,732,636.00",6/26/1998
000822.SZ,"895,091,926.00",7/3/1998
000823.SZ,"536,966,000.00",10/8/1997
000825.SZ,"5,696,247,796.00",10/21/1998
000826.SZ,"846,241,398.00",2/25/1998
000828.SZ,"1,039,516,992.00",6/17/1997
000829.SZ,"946,901,092.00",12/2/1997
000830.SZ,"1,464,860,778.00",8/7/1998
000831.SZ,"980,888,981.00",9/11/1998
000833.SZ,"586,380,854.00",11/11/1998
000835.SZ,"305,370,000.00",6/25/1999
000836.SZ,"402,818,408.00",9/29/1997
000837.SZ,"693,370,910.00",9/28/1998
000838.SZ,"314,417,763.00",6/26/1997
000839.SZ,"1,567,930,541.00",10/31/1997
000848.SZ,"752,740,560.00",11/13/1997
000850.SZ,"943,665,009.00",10/7/1998
000851.SZ,"591,364,260.00",6/9/1998
000852.SZ,"460,121,300.00",11/26/1998
000856.SZ,"227,000,000.00",8/13/1998
000858.SZ,"3,795,966,720.00",4/27/1998
000859.SZ,"739,449,730.00",11/19/1998
000860.SZ,"570,589,992.00",11/4/1998
000861.SZ,"2,249,862,979.00",10/28/1998
000862.SZ,"541,632,994.00",9/15/1998
000863.SZ,"956,481,910.00",9/25/1997
000868.SZ,"695,565,603.00",7/25/1997
000869.SZ,"685,464,000.00",10/26/2000
000875.SZ,"1,460,612,195.00",9/26/2002
000876.SZ,"2,084,117,292.00",3/11/1998
000877.SZ,"880,101,259.00",1/7/1999
000878.SZ,"1,416,398,800.00",6/2/1998
000880.SZ,"276,100,500.00",4/2/1998
000881.SZ,"308,918,400.00",9/2/1998
000882.SZ,"2,226,086,429.00",6/16/1998
000883.SZ,"5,348,749,678.00",5/19/1998
000885.SZ,"474,799,283.00",3/19/1999
000886.SZ,"988,828,300.00",1/23/1998
000887.SZ,"1,115,493,070.00",12/3/1998
000888.SZ,"526,913,102.00",10/21/1997
000889.SZ,"621,826,786.00",12/18/1997
000890.SZ,"379,641,600.00",1/19/1999
000892.SZ,"413,876,880.00",1/15/1999
000893.SZ,"762,903,272.00",12/24/1998
000895.SZ,"3,300,867,672.00",12/10/1998
000897.SZ,"1,617,272,234.00",4/22/1999
000898.SZ,"7,234,807,847.00",12/25/1997
000899.SZ,"646,677,760.00",11/26/1997
000900.SZ,"1,011,885,556.00",1/28/1999
000901.SZ,"323,624,221.00",4/1/1999
000902.SZ,"659,224,645.00",4/8/1999
000903.SZ,"799,013,968.00",4/15/1999
000905.SZ,"531,000,000.00",4/29/1999
000906.SZ,"392,932,669.00",7/7/1999
000908.SZ,"799,794,865.00",2/3/1999
000909.SZ,"294,000,000.00",5/7/1999
000910.SZ,"527,500,000.00",6/30/1999
000911.SZ,"324,080,937.00",5/27/1999
000912.SZ,"585,000,000.00",6/3/1999
000913.SZ,"453,536,000.00",5/14/1999
000915.SZ,"180,254,989.00",6/9/1999
000916.SZ,"1,090,000,000.00",9/27/1999
000917.SZ,"1,417,556,338.00",3/25/1999
000918.SZ,"1,804,191,500.00",7/20/1999
000919.SZ,"504,000,000.00",11/18/1999
000920.SZ,"422,000,000.00",6/16/1999
000921.SZ,"1,362,725,370.00",7/13/1999
000922.SZ,"595,866,722.00",6/18/1999
000923.SZ,"198,000,000.00",7/14/1999
000925.SZ,"324,083,862.00",6/11/1999
000926.SZ,"712,355,650.00",6/18/1999
000927.SZ,"1,595,174,020.00",7/27/1999
000928.SZ,"642,562,099.00",3/12/1999
000929.SZ,"185,766,000.00",6/23/1999
000930.SZ,"964,411,115.00",7/12/1999
000931.SZ,"674,846,940.00",7/12/1999
000932.SZ,"3,015,650,025.00",8/3/1999
000933.SZ,"1,900,500,000.00",8/31/1999
000935.SZ,"763,440,333.00",8/24/1999
000936.SZ,"886,012,887.00",8/10/1999
000937.SZ,"3,533,546,850.00",9/9/1999
000938.SZ,"206,080,000.00",11/4/1999
000939.SZ,"1,507,292,372.00",9/23/1999
000948.SZ,"246,606,046.00",10/14/1999
000949.SZ,"1,027,241,303.00",10/21/1999
000950.SZ,"598,799,235.00",9/16/1999
000951.SZ,"419,425,500.00",11/25/1999
000952.SZ,"251,705,513.00",11/12/1999
000953.SZ,"294,059,437.00",12/2/1999
000955.SZ,"538,395,000.00",12/9/1999
000957.SZ,"238,504,950.00",1/13/2000
000958.SZ,"483,393,000.00",12/23/1999
000959.SZ,"5,289,389,600.00",12/16/1999
000960.SZ,"1,151,220,391.00",2/21/2000
000961.SZ,"1,167,839,226.00",3/1/2000
000962.SZ,"440,832,644.00",1/20/2000
000963.SZ,"434,059,991.00",1/27/2000
000965.SZ,"1,008,937,178.00",4/6/2000
000966.SZ,"554,142,040.00",3/16/2000
000967.SZ,"306,666,541.00",3/30/2000
000968.SZ,"513,747,000.00",6/22/2000
000969.SZ,"862,796,348.00",5/29/2000
000970.SZ,"1,065,200,000.00",4/20/2000
000971.SZ,"243,100,000.00",4/27/2000
000972.SZ,"771,283,579.00",9/26/2000
000973.SZ,"967,423,171.00",5/25/2000
000975.SZ,"1,081,616,070.00",6/8/2000
000976.SZ,"586,642,796.00",6/1/2000
000977.SZ,"959,725,752.00",6/8/2000
000978.SZ,"360,100,000.00",5/18/2000
000979.SZ,"4,610,307,849.00",6/16/2000
000980.SZ,"528,140,000.00",6/16/2000
000981.SZ,"859,005,200.00",6/22/2000
000982.SZ,"1,805,043,279.00",7/6/2000
000983.SZ,"3,151,200,000.00",7/26/2000
000985.SZ,"129,639,500.00",7/26/2000
000987.SZ,"358,958,107.00",7/18/2000
000988.SZ,"891,116,632.00",6/8/2000
000989.SZ,"297,605,268.00",6/28/2000
000990.SZ,"387,683,644.00",7/6/2000
000993.SZ,"373,000,000.00",7/31/2000
000995.SZ,"177,408,000.00",8/7/2000
000996.SZ,"230,000,000.00",7/18/2000
000997.SZ,"936,605,998.00",8/7/2000
000998.SZ,"996,100,000.00",12/11/2000
000999.SZ,"978,900,000.00",3/9/2000
001696.SZ,"1,145,026,920.00",3/6/1997
001896.SZ,"855,275,976.00",1/22/1998
002001.SZ,"1,088,919,000.00",6/25/2004
002002.SZ,"972,039,206.00",6/25/2004
002003.SZ,"407,765,288.00",6/25/2004
002004.SZ,"1,883,482,885.00",6/25/2004
002005.SZ,"1,396,400,000.00",6/25/2004
002006.SZ,"455,160,000.00",6/25/2004
002007.SZ,"581,304,800.00",6/25/2004
002008.SZ,"1,055,974,944.00",6/25/2004
002009.SZ,"321,010,822.00",6/29/2004
002010.SZ,"487,980,000.00",6/29/2004
002011.SZ,"843,427,460.00",7/5/2004
002012.SZ,"467,625,470.00",7/5/2004
002013.SZ,"931,172,208.00",7/5/2004
002014.SZ,"325,758,450.00",7/8/2004
002015.SZ,"400,703,825.00",7/8/2004
002016.SZ,"809,095,632.00",7/8/2004
002017.SZ,"346,548,936.00",7/13/2004
002018.SZ,"1,198,856,538.00",7/13/2004
002019.SZ,"440,319,243.00",7/13/2004
002020.SZ,"286,450,919.00",7/15/2004
002021.SZ,"687,815,040.00",7/15/2004
002022.SZ,"512,569,193.00",7/21/2004
002023.SZ,"756,791,003.00",7/21/2004
002024.SZ,"7,383,043,150.00",7/21/2004
002025.SZ,"429,000,000.00",7/26/2004
002026.SZ,"354,134,251.00",7/27/2004
002027.SZ,"302,335,116.00",8/4/2004
002028.SZ,"624,980,610.00",8/5/2004
