ticker,mktshare,ipo_date
002438.SZ,"208,000,000.00",6/23/2010
002439.SZ,"830,246,668.00",6/23/2010
002440.SZ,"767,000,000.00",7/6/2010
002441.SZ,"468,129,527.00",7/6/2010
002442.SZ,"480,000,000.00",7/6/2010
002443.SZ,"520,535,520.00",7/6/2010
002444.SZ,"1,014,000,000.00",7/13/2010
002445.SZ,"738,766,596.00",7/13/2010
002446.SZ,"374,180,246.00",7/13/2010
002447.SZ,"952,452,000.00",7/13/2010
002448.SZ,"588,102,305.00",7/16/2010
002449.SZ,"475,751,669.00",7/16/2010
002450.SZ,"1,435,553,422.00",7/16/2010
002451.SZ,"439,200,000.00",7/20/2010
002452.SZ,"525,043,200.00",7/20/2010
002453.SZ,"571,300,000.00",7/20/2010
002454.SZ,"405,600,000.00",7/20/2010
002455.SZ,"474,120,000.00",8/3/2010
002456.SZ,"1,030,612,000.00",8/3/2010
002457.SZ,"334,992,000.00",8/3/2010
002458.SZ,"283,399,602.00",8/10/2010
002459.SZ,"388,689,351.00",8/10/2010
002460.SZ,"377,952,115.00",8/10/2010
002461.SZ,"680,161,768.00",8/18/2010
002462.SZ,"240,000,000.00",8/18/2010
002463.SZ,"1,674,159,763.00",8/18/2010
002464.SZ,"145,589,953.00",8/31/2010
002465.SZ,"2,145,751,654.00",8/31/2010
002466.SZ,"261,469,000.00",8/31/2010
002467.SZ,"723,358,173.00",9/8/2010
002468.SZ,"331,776,000.00",9/8/2010
002469.SZ,"335,508,566.00",9/8/2010
002470.SZ,"1,562,845,848.00",9/8/2010
002471.SZ,"507,200,000.00",9/10/2010
002472.SZ,"288,372,000.00",9/10/2010
002473.SZ,"160,000,000.00",9/10/2010
002474.SZ,"622,200,000.00",9/15/2010
002475.SZ,"1,247,897,830.00",9/15/2010
002476.SZ,"612,000,000.00",9/15/2010
002477.SZ,"1,045,053,210.00",9/15/2010
002478.SZ,"400,100,000.00",9/21/2010
002479.SZ,"796,350,000.00",9/21/2010
002480.SZ,"645,368,270.00",9/21/2010
002481.SZ,"505,356,000.00",9/21/2010
002482.SZ,"538,294,200.00",9/29/2010
002483.SZ,"443,737,950.00",9/29/2010
002484.SZ,"332,800,000.00",9/29/2010
002485.SZ,"320,000,000.00",10/15/2010
002486.SZ,"832,000,000.00",10/15/2010
002487.SZ,"540,000,000.00",10/15/2010
002488.SZ,"508,483,392.00",10/21/2010
002489.SZ,"2,175,736,503.00",10/21/2010
002490.SZ,"797,848,400.00",10/21/2010
002491.SZ,"1,199,116,223.00",10/21/2010
002492.SZ,"270,000,000.00",11/2/2010
002493.SZ,"2,224,000,000.00",11/2/2010
002494.SZ,"348,478,000.00",11/2/2010
002495.SZ,"668,304,000.00",11/2/2010
002496.SZ,"396,704,022.00",11/9/2010
002497.SZ,"960,000,000.00",11/9/2010
002498.SZ,"1,073,160,000.00",11/9/2010
002499.SZ,"189,000,000.00",11/9/2010
002500.SZ,"2,518,725,153.00",11/15/2010
002501.SZ,"936,000,000.00",11/17/2010
002502.SZ,"348,786,989.00",11/17/2010
002503.SZ,"1,036,800,000.00",11/17/2010
002504.SZ,"412,734,085.00",11/18/2010
002505.SZ,"2,887,038,000.00",11/18/2010
002506.SZ,"2,523,520,000.00",11/18/2010
002507.SZ,"322,400,000.00",11/23/2010
002508.SZ,"486,075,000.00",11/23/2010
002509.SZ,"456,441,189.00",11/23/2010
002510.SZ,"411,520,000.00",11/25/2010
002511.SZ,"486,720,000.00",11/25/2010
002512.SZ,"885,705,362.00",12/3/2010
002513.SZ,"213,120,000.00",12/3/2010
002514.SZ,"277,017,132.00",12/3/2010
002515.SZ,"359,674,000.00",12/3/2010
002516.SZ,"662,175,000.00",12/7/2010
002517.SZ,"176,800,000.00",12/7/2010
002518.SZ,"296,934,680.00",12/7/2010
002519.SZ,"569,641,910.00",12/7/2010
002520.SZ,"324,000,000.00",12/10/2010
002521.SZ,"494,685,819.00",12/10/2010
002522.SZ,"883,282,200.00",12/10/2010
002523.SZ,"562,159,048.00",12/10/2010
002524.SZ,"503,332,800.00",12/17/2010
002526.SZ,"534,000,000.00",12/17/2010
002527.SZ,"589,770,589.00",12/24/2010
002528.SZ,"712,221,010.00",12/24/2010
002529.SZ,"200,000,000.00",12/24/2010
002530.SZ,"268,000,000.00",12/31/2010
002531.SZ,"823,000,000.00",12/31/2010
002532.SZ,"321,270,000.00",12/31/2010
002533.SZ,"553,504,000.00",12/31/2010
002534.SZ,"400,520,000.00",1/10/2011
002535.SZ,"616,679,288.00",1/11/2011
002536.SZ,"111,269,292.00",1/11/2011
002537.SZ,"301,230,000.00",1/10/2011
002538.SZ,"718,120,283.00",1/18/2011
002539.SZ,"1,010,100,000.00",1/18/2011
002540.SZ,"1,040,000,000.00",1/18/2011
002541.SZ,"268,000,000.00",1/18/2011
002542.SZ,"1,038,000,000.00",1/28/2011
002543.SZ,"440,000,000.00",1/28/2011
002544.SZ,"515,760,000.00",1/28/2011
002545.SZ,"260,250,000.00",2/11/2011
002546.SZ,"252,000,000.00",2/11/2011
002547.SZ,"337,326,058.00",2/18/2011
002548.SZ,"310,200,000.00",2/18/2011
002549.SZ,"567,000,000.00",2/18/2011
002550.SZ,"640,000,000.00",2/18/2011
002551.SZ,"435,551,461.00",2/25/2011
002552.SZ,"300,000,000.00",2/25/2011
002553.SZ,"348,000,000.00",2/25/2011
002554.SZ,"515,625,000.00",2/25/2011
002555.SZ,"877,108,143.00",3/2/2011
002556.SZ,"478,400,000.00",3/2/2011
002557.SZ,"507,000,000.00",3/2/2011
002558.SZ,"65,450,000.00",3/2/2011
002559.SZ,"366,138,696.00",3/3/2011
002560.SZ,"139,803,117.00",3/3/2011
002561.SZ,"415,763,000.00",3/3/2011
002562.SZ,"213,400,000.00",3/10/2011
002563.SZ,"2,680,000,000.00",3/11/2011
002564.SZ,"739,712,000.00",3/10/2011
002565.SZ,"696,680,000.00",3/18/2011
002566.SZ,"330,951,600.00",3/18/2011
002567.SZ,"420,786,000.00",3/25/2011
002568.SZ,"896,000,000.00",3/25/2011
002569.SZ,"140,010,000.00",4/12/2011
002570.SZ,"1,022,520,000.00",4/12/2011
002571.SZ,"391,950,700.00",4/12/2011
002572.SZ,"440,990,000.00",4/12/2011
002573.SZ,"1,065,600,000.00",4/22/2011
002574.SZ,"528,000,000.00",4/22/2011
002575.SZ,"588,720,000.00",4/22/2011
002576.SZ,"165,100,000.00",4/28/2011
002577.SZ,"283,977,000.00",4/28/2011
002578.SZ,"429,500,000.00",4/28/2011
002579.SZ,"350,460,000.00",5/6/2011
002580.SZ,"217,552,347.00",5/6/2011
002581.SZ,"659,735,586.00",5/20/2011
002582.SZ,"147,600,000.00",5/20/2011
002583.SZ,"1,537,578,350.00",5/27/2011
002584.SZ,"234,086,569.00",6/2/2011
002585.SZ,"717,327,642.00",6/2/2011
002586.SZ,"728,126,600.00",6/2/2011
002587.SZ,"373,450,947.00",6/10/2011
002588.SZ,"583,560,000.00",6/10/2011
002589.SZ,"554,543,488.00",6/10/2011
002590.SZ,"412,562,800.00",6/10/2011
002591.SZ,"262,039,983.00",6/21/2011
002592.SZ,"249,336,569.00",11/11/2011
002593.SZ,"233,100,000.00",6/28/2011
002594.SZ,"2,476,000,000.00",6/30/2011
002595.SZ,"800,000,000.00",6/28/2011
002596.SZ,"267,779,472.00",7/7/2011
002597.SZ,"568,254,000.00",7/7/2011
002598.SZ,"312,000,000.00",7/7/2011
002599.SZ,"132,000,000.00",7/15/2011
002600.SZ,"879,989,668.00",7/15/2011
002601.SZ,"204,424,200.00",7/15/2011
002602.SZ,"1,027,092,040.00",7/28/2011
002603.SZ,"1,126,502,000.00",7/28/2011
002604.SZ,"504,025,600.00",7/28/2011
002605.SZ,"374,000,000.00",8/5/2011
002606.SZ,"200,000,000.00",8/5/2011
002607.SZ,"356,928,000.00",8/10/2011
002608.SZ,"374,850,000.00",8/10/2011
002609.SZ,"601,041,622.00",8/15/2011
002610.SZ,"725,000,000.00",8/15/2011
002611.SZ,"580,592,000.00",8/30/2011
002612.SZ,"200,000,000.00",8/30/2011
002613.SZ,"720,900,000.00",8/30/2011
002614.SZ,"554,775,000.00",9/9/2011
002615.SZ,"182,400,000.00",9/9/2011
002616.SZ,"359,333,322.00",9/20/2011
002617.SZ,"360,000,000.00",9/20/2011
002618.SZ,"182,640,000.00",9/20/2011
002619.SZ,"320,008,431.00",9/29/2011
002620.SZ,"120,000,000.00",9/29/2011
002621.SZ,"225,000,000.00",9/29/2011
002622.SZ,"420,000,000.00",10/18/2011
002623.SZ,"160,000,000.00",10/13/2011
002624.SZ,"487,706,996.00",10/28/2011
002625.SZ,"300,754,194.00",11/3/2011
002626.SZ,"576,000,000.00",10/28/2011
002627.SZ,"133,500,000.00",11/3/2011
002628.SZ,"737,416,215.00",11/3/2011
002629.SZ,"411,948,000.00",11/3/2011
002630.SZ,"738,000,000.00",11/11/2011
002631.SZ,"649,374,000.00",11/11/2011
002632.SZ,"295,860,516.00",11/22/2011
002633.SZ,"150,000,000.00",11/22/2011
002634.SZ,"128,056,271.00",12/5/2011
002635.SZ,"388,633,146.00",11/25/2011
002636.SZ,"728,000,000.00",11/25/2011
002637.SZ,"160,000,000.00",11/25/2011
002638.SZ,"374,670,000.00",11/25/2011
002639.SZ,"600,000,000.00",12/5/2011
002640.SZ,"635,404,605.00",12/8/2011
002641.SZ,"864,000,000.00",12/8/2011
002642.SZ,"399,225,707.00",12/20/2011
002643.SZ,"339,871,250.00",12/20/2011
002644.SZ,"510,657,000.00",12/22/2011
002645.SZ,"156,007,800.00",12/20/2011
002646.SZ,"450,000,000.00",12/22/2011
002647.SZ,"219,583,000.00",12/28/2011
002648.SZ,"805,087,000.00",12/28/2011
002649.SZ,"167,700,000.00",1/6/2012
002650.SZ,"1,152,000,000.00",1/6/2012
002651.SZ,"1,002,500,000.00",1/6/2012
002652.SZ,"320,040,000.00",1/19/2012
002653.SZ,"1,080,270,000.00",1/17/2012
002654.SZ,"242,060,000.00",2/17/2012
002655.SZ,"360,000,000.00",2/17/2012
002656.SZ,"200,000,000.00",2/28/2012
002657.SZ,"316,979,102.00",2/28/2012
002658.SZ,"604,880,320.00",3/9/2012
002659.SZ,"311,000,000.00",3/9/2012
002660.SZ,"277,341,300.00",3/16/2012
002661.SZ,"85,525,300.00",3/16/2012
002662.SZ,"750,000,000.00",3/9/2012
002663.SZ,"1,611,524,970.00",3/16/2012
002664.SZ,"400,020,000.00",3/16/2012
002665.SZ,"730,048,106.00",3/27/2012
002666.SZ,"754,329,268.00",3/27/2012
002667.SZ,"135,960,000.00",3/29/2012
002668.SZ,"165,350,000.00",4/16/2012
002669.SZ,"200,000,000.00",4/16/2012
002670.SZ,"200,000,000.00",4/16/2012
002671.SZ,"443,695,798.00",4/26/2012
002672.SZ,"869,517,102.00",4/26/2012
002673.SZ,"2,795,569,620.00",5/3/2012
002674.SZ,"242,478,000.00",5/7/2012
002675.SZ,"172,800,000.00",5/25/2012
002676.SZ,"160,000,000.00",5/25/2012
002677.SZ,"400,000,000.00",5/25/2012
002678.SZ,"956,000,000.00",5/30/2012
002679.SZ,"138,680,000.00",6/5/2012
002680.SZ,"136,000,000.00",6/5/2012
002681.SZ,"617,617,800.00",6/5/2012
002682.SZ,"268,593,228.00",6/12/2012
002683.SZ,"609,899,995.00",6/12/2012
002684.SZ,"277,534,400.00",6/12/2012
002685.SZ,"560,000,000.00",6/12/2012
002686.SZ,"408,015,000.00",7/3/2012
002687.SZ,"354,852,000.00",7/13/2012
002688.SZ,"217,840,000.00",7/13/2012
002689.SZ,"962,354,536.00",7/17/2012
002690.SZ,"676,000,000.00",7/31/2012
002691.SZ,"200,000,000.00",7/31/2012
002692.SZ,"326,430,000.00",8/8/2012
002693.SZ,"419,185,500.00",8/8/2012
002694.SZ,"345,600,000.00",8/16/2012
002695.SZ,"126,658,422.00",9/5/2012
002696.SZ,"176,000,000.00",9/5/2012
002697.SZ,"1,360,000,000.00",9/5/2012
002698.SZ,"681,700,000.00",9/11/2012
002699.SZ,"446,000,000.00",9/11/2012
002700.SZ,"422,426,880.00",9/21/2012
002701.SZ,"981,344,000.00",10/11/2012
002702.SZ,"282,800,000.00",10/11/2012
002703.SZ,"315,857,855.00",11/2/2012
002705.SZ,"442,001,200.00",1/21/2014
002706.SZ,"114,994,100.00",1/21/2014
002707.SZ,"417,534,990.00",1/23/2014
002708.SZ,"185,906,000.00",1/21/2014
002709.SZ,"122,548,700.00",1/23/2014
002711.SZ,"330,022,000.00",1/27/2014
002712.SZ,"87,989,509.00",1/23/2014
002713.SZ,"249,680,952.00",2/19/2014
002714.SZ,"484,000,000.00",1/28/2014
002715.SZ,"92,000,000.00",2/19/2014
002716.SZ,"503,290,616.00",1/28/2014
002717.SZ,"325,736,000.00",2/19/2014
002718.SZ,"82,560,000.00",1/28/2014
002719.SZ,"108,722,161.00",1/28/2014
002721.SZ,"648,036,000.00",1/27/2014
002722.SZ,"134,100,000.00",1/28/2014
002723.SZ,"186,700,000.00",1/29/2014
002724.SZ,"400,000,000.00",11/4/2014
002725.SZ,"160,000,000.00",1/29/2014
002726.SZ,"436,480,000.00",6/26/2014
002727.SZ,"260,300,000.00",7/2/2014
002728.SZ,"200,000,000.00",7/31/2014
002729.SZ,"66,680,000.00",9/12/2014
002730.SZ,"146,670,000.00",10/9/2014
002731.SZ,"150,680,000.00",11/4/2014
002732.SZ,"157,350,000.00",12/5/2014
002733.SZ,"306,000,000.00",12/3/2014
002734.SZ,"130,000,000.00",1/27/2015
002735.SZ,"80,000,000.00",12/3/2014
002736.SZ,"8,200,000,000.00",12/29/2014
002737.SZ,"292,000,000.00",12/30/2014
002738.SZ,"124,610,000.00",12/30/2014
002739.SZ,"1,120,000,000.00",1/22/2015
002740.SZ,"100,000,000.00",1/22/2015
002741.SZ,"120,000,000.00",2/16/2015
002742.SZ,"144,000,000.00",2/17/2015
002743.SZ,"121,340,000.00",2/17/2015
002745.SZ,"444,500,000.00",2/17/2015
002746.SZ,"159,350,000.00",2/16/2015
002747.SZ,"121,466,000.00",3/20/2015
002748.SZ,"120,000,000.00",3/19/2015
002749.SZ,"75,000,000.00",3/20/2015
002750.SZ,"200,250,000.00",3/24/2015
002751.SZ,"140,480,000.00",4/24/2015
002752.SZ,"420,000,000.00",4/22/2015
002753.SZ,"98,700,000.00",5/19/2015
002755.SZ,"101,340,000.00",5/15/2015
002756.SZ,"200,000,000.00",5/15/2015
002757.SZ,"109,340,000.00",5/27/2015
002758.SZ,"56,000,000.00",5/27/2015
002759.SZ,"96,000,000.00",5/28/2015
002760.SZ,"88,000,000.00",6/11/2015
002761.SZ,"120,000,000.00",6/10/2015
002762.SZ,"119,000,000.00",6/10/2015
002763.SZ,"216,000,000.00",6/10/2015
002765.SZ,"208,000,000.00",6/12/2015
002766.SZ,"183,009,301.00",6/11/2015
002767.SZ,"100,000,000.00",6/12/2015
002768.SZ,"80,000,000.00",6/30/2015
002769.SZ,"148,000,000.00",6/29/2015
002770.SZ,"273,400,000.00",6/30/2015
002771.SZ,"80,000,000.00",6/29/2015
002772.SZ,"148,927,800.00",6/26/2015
002773.SZ,"445,600,000.00",6/26/2015
002775.SZ,"120,000,000.00",6/29/2015
002776.SZ,"104,880,000.00",6/26/2015
300001.SZ,"881,760,000.00",10/30/2009
300002.SZ,"1,986,513,011.00",10/30/2009
300003.SZ,"812,000,000.00",10/30/2009
300004.SZ,"509,218,928.00",10/30/2009
300005.SZ,"513,678,483.00",10/30/2009
300006.SZ,"201,793,757.00",10/30/2009
300007.SZ,"146,511,403.00",10/30/2009
300008.SZ,"249,971,674.00",10/30/2009
300009.SZ,"377,378,781.00",10/30/2009
300010.SZ,"684,577,510.00",10/30/2009
300011.SZ,"525,176,527.00",10/30/2009
300012.SZ,"382,986,446.00",10/30/2009
300013.SZ,"297,791,410.00",10/30/2009
300014.SZ,"399,380,900.00",10/30/2009
300015.SZ,"982,428,900.00",10/30/2009
300016.SZ,"311,129,808.00",10/30/2009
300017.SZ,"699,377,741.00",10/30/2009
300018.SZ,"195,000,000.00",10/30/2009
300019.SZ,"326,400,000.00",10/30/2009
300020.SZ,"652,186,877.00",10/30/2009
300021.SZ,"278,600,000.00",10/30/2009
300022.SZ,"357,400,000.00",10/30/2009
300023.SZ,"126,442,710.00",10/30/2009
300024.SZ,"654,852,000.00",10/30/2009
300025.SZ,"214,265,281.00",10/30/2009
300026.SZ,"911,532,181.00",10/30/2009
300027.SZ,"1,388,551,583.00",10/30/2009
300028.SZ,"346,203,000.00",10/30/2009
300029.SZ,"200,000,000.00",12/25/2009
300030.SZ,"308,795,815.00",12/25/2009
300031.SZ,"300,000,000.00",12/25/2009
300032.SZ,"675,939,890.00",12/25/2009
300033.SZ,"537,600,000.00",12/25/2009
300034.SZ,"320,308,996.00",12/25/2009
300035.SZ,"233,853,750.00",12/25/2009
300036.SZ,"195,895,488.00",12/25/2009
300037.SZ,"184,020,884.00",1/8/2010
300038.SZ,"160,649,389.00",1/8/2010
300039.SZ,"833,684,800.00",1/8/2010
300040.SZ,"277,800,000.00",1/8/2010
300041.SZ,"200,392,190.00",1/8/2010
300042.SZ,"133,600,000.00",1/8/2010
300043.SZ,"1,244,198,401.00",1/20/2010
300044.SZ,"223,621,000.00",1/20/2010
300045.SZ,"555,120,000.00",1/20/2010
300046.SZ,"142,080,000.00",1/20/2010
300047.SZ,"323,072,900.00",1/20/2010
300048.SZ,"338,144,800.00",1/20/2010
300049.SZ,"263,457,542.00",1/20/2010
300050.SZ,"249,457,233.00",1/20/2010
300051.SZ,"360,734,151.00",2/11/2010
300052.SZ,"260,000,000.00",2/11/2010
300053.SZ,"231,160,240.00",2/11/2010
300054.SZ,"441,903,607.00",2/11/2010
300055.SZ,"735,184,815.00",2/26/2010
300056.SZ,"164,661,445.00",2/26/2010
300057.SZ,"439,664,781.00",2/26/2010
300058.SZ,"1,931,169,473.00",2/26/2010
300059.SZ,"1,699,506,144.00",3/19/2010
300061.SZ,"249,036,160.00",3/19/2010
300062.SZ,"154,000,000.00",3/19/2010
300063.SZ,"201,000,000.00",3/26/2010
300064.SZ,"678,120,274.00",3/26/2010
300065.SZ,"210,505,940.00",3/26/2010
300066.SZ,"416,013,305.00",3/26/2010
300067.SZ,"526,659,200.00",4/21/2010
300068.SZ,"604,980,000.00",4/21/2010
300069.SZ,"117,000,000.00",4/21/2010
300070.SZ,"1,229,459,678.00",4/21/2010
300071.SZ,"685,294,641.00",4/21/2010
300072.SZ,"778,223,450.00",4/27/2010
300073.SZ,"183,034,020.00",4/27/2010
300074.SZ,"528,000,000.00",4/27/2010
300075.SZ,"381,537,860.00",4/27/2010
300076.SZ,"212,000,000.00",4/30/2010
300077.SZ,"281,960,000.00",4/30/2010
300078.SZ,"167,500,000.00",4/30/2010
300079.SZ,"1,377,793,862.00",4/30/2010
300080.SZ,"502,804,021.00",6/25/2010
300081.SZ,"134,000,000.00",5/20/2010
300082.SZ,"673,920,000.00",5/20/2010
300083.SZ,"228,208,034.00",5/20/2010
300084.SZ,"324,765,738.00",5/20/2010
300085.SZ,"525,804,438.00",5/26/2010
300086.SZ,"450,000,000.00",5/26/2010
300087.SZ,"316,800,000.00",5/26/2010
300088.SZ,"1,154,014,198.00",5/26/2010
300089.SZ,"150,000,000.00",6/25/2010
300090.SZ,"529,494,535.00",6/25/2010
300091.SZ,"209,000,000.00",6/25/2010
300092.SZ,"227,500,000.00",7/8/2010
300093.SZ,"216,000,000.00",7/8/2010
300094.SZ,"353,807,100.00",7/8/2010
300095.SZ,"308,194,800.00",7/28/2010
300096.SZ,"430,000,000.00",7/28/2010
300097.SZ,"121,352,736.00",7/28/2010
300098.SZ,"293,584,320.00",7/28/2010
300099.SZ,"214,599,453.00",8/6/2010
300100.SZ,"395,775,246.00",8/6/2010
300101.SZ,"556,000,000.00",8/6/2010
300102.SZ,"590,000,000.00",8/12/2010
300103.SZ,"211,734,000.00",8/12/2010
300104.SZ,"1,856,015,158.00",8/12/2010
300105.SZ,"513,216,000.00",8/20/2010
300106.SZ,"163,800,000.00",8/20/2010
300107.SZ,"539,293,290.00",8/20/2010
300108.SZ,"424,009,783.00",8/25/2010
300109.SZ,"170,482,422.00",8/25/2010
300110.SZ,"664,870,335.00",8/25/2010
300111.SZ,"1,119,800,000.00",8/27/2010
300112.SZ,"247,412,250.00",8/27/2010
300113.SZ,"291,809,406.00",8/27/2010
300114.SZ,"262,560,222.00",8/27/2010
300115.SZ,"555,759,036.00",9/2/2010
300116.SZ,"500,237,610.00",9/2/2010
300117.SZ,"325,800,000.00",9/2/2010
300118.SZ,"674,593,924.00",9/2/2010
300119.SZ,"389,146,281.00",9/17/2010
300120.SZ,"204,816,059.00",9/17/2010
300121.SZ,"280,800,000.00",9/17/2010
300122.SZ,"800,000,000.00",9/28/2010
300123.SZ,"288,897,318.00",9/28/2010
300124.SZ,"794,502,484.00",9/28/2010
300125.SZ,"118,000,000.00",10/13/2010
300126.SZ,"307,308,000.00",10/13/2010
300127.SZ,"323,146,360.00",10/13/2010
300128.SZ,"500,130,080.00",10/13/2010
300129.SZ,"648,000,000.00",10/19/2010
300130.SZ,"228,600,000.00",10/19/2010
300131.SZ,"534,763,213.00",10/19/2010
300132.SZ,"385,920,000.00",10/26/2010
300133.SZ,"980,963,337.00",10/26/2010
300134.SZ,"652,800,000.00",10/26/2010
300135.SZ,"921,600,000.00",10/26/2010
300136.SZ,"595,826,899.00",11/5/2010
300137.SZ,"344,395,344.00",11/5/2010
300138.SZ,"179,570,872.00",11/5/2010
300139.SZ,"274,000,000.00",11/12/2010
300140.SZ,"244,000,000.00",11/12/2010
300141.SZ,"166,966,400.00",11/12/2010
300142.SZ,"468,000,000.00",11/12/2010
300143.SZ,"147,400,000.00",12/9/2010
300144.SZ,"1,430,926,821.00",12/9/2010
300145.SZ,"263,115,540.00",12/9/2010
300146.SZ,"728,010,940.00",12/15/2010
300147.SZ,"661,476,335.00",12/15/2010
300148.SZ,"422,351,509.00",12/15/2010
300149.SZ,"422,100,000.00",12/22/2010
300150.SZ,"540,000,000.00",12/22/2010
300151.SZ,"502,500,000.00",12/22/2010
300152.SZ,"237,600,000.00",12/29/2010
300153.SZ,"320,000,000.00",12/29/2010
300154.SZ,"453,460,000.00",12/29/2010
300155.SZ,"546,900,006.00",1/7/2011
300156.SZ,"404,009,766.00",1/7/2011
300157.SZ,"597,702,777.00",1/7/2011
300158.SZ,"288,000,000.00",1/7/2011
300159.SZ,"721,600,000.00",1/7/2011
300160.SZ,"186,800,000.00",1/13/2011
300161.SZ,"161,745,000.00",1/13/2011
300162.SZ,"335,000,000.00",1/13/2011
300163.SZ,"474,000,000.00",1/13/2011
300164.SZ,"405,095,117.00",1/13/2011
300165.SZ,"230,880,000.00",1/25/2011
300166.SZ,"564,957,799.00",1/25/2011
300167.SZ,"300,240,000.00",1/25/2011
300168.SZ,"1,001,628,242.00",1/25/2011
300169.SZ,"325,984,340.00",1/25/2011
300170.SZ,"823,598,634.00",2/1/2011
300171.SZ,"634,835,660.00",2/1/2011
300172.SZ,"338,000,000.00",2/1/2011
300173.SZ,"586,180,503.00",2/1/2011
300174.SZ,"136,000,000.00",2/1/2011
300175.SZ,"470,800,000.00",2/15/2011
300176.SZ,"107,280,000.00",2/15/2011
300177.SZ,"435,829,161.00",2/15/2011
300178.SZ,"538,252,000.00",2/15/2011
300179.SZ,"475,200,000.00",2/15/2011
300180.SZ,"395,000,000.00",2/22/2011
300181.SZ,"608,624,848.00",2/22/2011
300182.SZ,"566,233,882.00",2/22/2011
300183.SZ,"453,264,857.00",2/22/2011
300184.SZ,"384,076,504.00",2/22/2011
300185.SZ,"900,000,000.00",3/8/2011
300186.SZ,"539,340,000.00",3/8/2011
300187.SZ,"213,082,895.00",3/8/2011
300188.SZ,"443,163,200.00",3/16/2011
300189.SZ,"1,024,000,000.00",3/16/2011
300190.SZ,"348,120,888.00",3/16/2011
300191.SZ,"320,000,000.00",3/16/2011
300192.SZ,"242,550,000.00",3/22/2011
300193.SZ,"230,506,300.00",3/22/2011
300194.SZ,"281,999,473.00",3/22/2011
300195.SZ,"339,299,578.00",3/29/2011
300196.SZ,"192,000,000.00",3/29/2011
300197.SZ,"807,596,268.00",3/29/2011
300198.SZ,"415,876,500.00",4/7/2011
300199.SZ,"890,016,362.00",4/7/2011
300200.SZ,"213,600,000.00",4/7/2011
300201.SZ,"364,925,238.00",4/7/2011
300202.SZ,"549,504,000.00",4/15/2011
300203.SZ,"453,781,000.00",4/15/2011
300204.SZ,"336,168,000.00",4/15/2011
300205.SZ,"430,056,000.00",4/21/2011
300206.SZ,"234,000,000.00",4/21/2011
300207.SZ,"630,775,000.00",4/21/2011
300208.SZ,"766,525,000.00",4/26/2011
300209.SZ,"244,930,246.00",4/26/2011
300210.SZ,"269,011,085.00",4/26/2011
300211.SZ,"159,303,144.00",5/5/2011
300212.SZ,"369,786,157.00",5/5/2011
300213.SZ,"261,015,778.00",5/5/2011
300214.SZ,"405,000,000.00",5/11/2011
300215.SZ,"720,000,000.00",5/11/2011
300216.SZ,"361,434,920.00",5/11/2011
300217.SZ,"395,472,000.00",5/18/2011
300218.SZ,"216,982,000.00",5/18/2011
300219.SZ,"246,013,365.00",5/18/2011
300220.SZ,"126,000,000.00",5/25/2011
300221.SZ,"403,240,000.00",5/25/2011
300222.SZ,"602,692,884.00",5/25/2011
300223.SZ,"166,400,000.00",5/31/2011
300224.SZ,"505,074,022.00",5/31/2011
300225.SZ,"470,340,000.00",5/31/2011
300226.SZ,"156,000,000.00",6/8/2011
300227.SZ,"139,210,000.00",6/8/2011
300228.SZ,"291,535,808.00",6/8/2011
300229.SZ,"465,887,046.00",6/15/2011
300230.SZ,"204,722,886.00",6/15/2011
300231.SZ,"336,313,950.00",6/15/2011
300232.SZ,"203,038,143.00",6/22/2011
300233.SZ,"253,200,000.00",6/22/2011
300234.SZ,"264,000,000.00",6/22/2011
300235.SZ,"158,400,000.00",6/29/2011
300236.SZ,"184,019,200.00",6/29/2011
300237.SZ,"651,717,430.00",6/29/2011
300238.SZ,"246,995,000.00",7/6/2011
300239.SZ,"197,548,000.00",7/6/2011
300240.SZ,"243,706,500.00",7/6/2011
300241.SZ,"220,093,500.00",7/12/2011
300242.SZ,"217,871,102.00",7/12/2011
300243.SZ,"206,156,040.00",7/12/2011
300244.SZ,"269,783,950.00",7/19/2011
300245.SZ,"272,749,815.00",7/19/2011
300246.SZ,"146,088,000.00",7/19/2011
300247.SZ,"258,609,591.00",7/29/2011
300248.SZ,"302,094,901.00",7/29/2011
300249.SZ,"175,972,779.00",8/3/2011
300250.SZ,"98,028,942.00",8/3/2011
300251.SZ,"1,466,804,216.00",8/3/2011
300252.SZ,"408,532,375.00",8/18/2011
300253.SZ,"546,494,315.00",8/18/2011
300254.SZ,"173,590,000.00",8/19/2011
300255.SZ,"471,046,750.00",8/19/2011
300256.SZ,"298,298,305.00",8/19/2011
300257.SZ,"858,000,000.00",8/19/2011
300258.SZ,"270,000,000.00",8/26/2011
300259.SZ,"466,748,600.00",8/31/2011
300260.SZ,"100,050,000.00",9/6/2011
300261.SZ,"392,404,480.00",9/6/2011
300262.SZ,"373,520,000.00",9/16/2011
300263.SZ,"441,685,652.00",9/16/2011
300264.SZ,"229,500,000.00",9/16/2011
300265.SZ,"337,500,000.00",9/16/2011
300266.SZ,"414,012,247.00",9/27/2011
300267.SZ,"911,946,572.00",9/27/2011
300268.SZ,"134,000,000.00",9/27/2011
300269.SZ,"505,537,595.00",10/12/2011
300270.SZ,"272,800,000.00",10/12/2011
300271.SZ,"310,806,422.00",10/26/2011
300272.SZ,"331,821,360.00",11/2/2011
300273.SZ,"787,823,576.00",10/26/2011
