Date,Open,High,Low,Close,Adj Close,Volume,Returns
2011-05-11,3145.080078,3145.080078,3145.080078,3145.080078,3145.080078,0,-0.0025814542197696963
2011-05-12,3101.600098,3101.600098,3101.600098,3101.600098,3101.600098,0,-0.01382476087147822
2011-05-13,3128.090088,3128.090088,3128.090088,3128.090088,3128.090088,0,0.008540749665658553
2011-05-16,3100.459961,3100.459961,3100.459961,3100.459961,3100.459961,0,-0.00883290641340375
2011-05-17,3116.030029,3116.030029,3116.030029,3116.030029,3116.030029,0,0.005021857464973724
2011-05-18,3139.3798829999996,3139.3798829999996,3139.3798829999996,3139.3798829999996,3139.3798829999996,0,0.007493462445062847
2011-05-19,3120.639893,3120.639893,3120.639893,3120.639893,3120.639893,0,-0.005969328561184381
2011-05-20,3121.600098,3121.600098,3121.600098,3121.600098,3121.600098,0,0.0003076949064689342
2011-05-23,3022.97998,3022.97998,3022.97998,3022.97998,3022.97998,0,-0.03159280974625335
2011-05-24,3026.219971,3026.219971,3026.219971,3026.219971,3026.219971,0,0.0010717871178226983
2011-05-25,2990.340088,2990.340088,2990.340088,2990.340088,2990.340088,0,-0.01185633673157729
2011-05-26,2978.3798829999996,2978.3798829999996,2978.3798829999996,2978.3798829999996,2978.3798829999996,0,-0.003999613638594379
2011-05-27,2963.310059,2963.310059,2963.310059,2963.310059,2963.310059,0,-0.005059738714330989
2011-05-30,2954.51001,2954.51001,2954.51001,2954.51001,2954.51001,0,-0.002969668655925129
2011-05-31,3001.560059,3001.560059,3001.560059,3001.560059,3001.560059,0,0.01592482301320751
2011-06-01,3004.169922,3004.169922,3004.169922,3004.169922,3004.169922,0,0.0008695021751021149
2011-06-02,2955.709961,2955.709961,2955.709961,2955.709961,2955.709961,0,-0.016130898803399983
2011-06-03,2986.350098,2986.350098,2986.350098,2986.350098,2986.350098,0,0.010366422079395586
2011-06-07,3004.26001,3004.26001,3004.26001,3004.26001,3004.26001,0,0.005997257994631839
2011-06-08,3008.649902,3008.649902,3008.649902,3008.649902,3008.649902,0,0.0014612223926650562
2011-06-09,2951.889893,2951.889893,2951.889893,2951.889893,2951.889893,0,-0.018865607780509414
2011-06-10,2961.929932,2961.929932,2961.929932,2961.929932,2961.929932,0,0.0034012240848849233
2011-06-13,2950.350098,2950.350098,2950.350098,2950.350098,2950.350098,0,-0.003909557034045368
2011-06-14,2993.560059,2993.560059,2993.560059,2993.560059,2993.560059,0,0.014645706294073857
2011-06-15,2963.1201170000004,2963.1201170000004,2963.1201170000004,2963.1201170000004,2963.1201170000004,0,-0.010168475460675406
2011-06-16,2917.580078,2917.580078,2917.580078,2917.580078,2917.580078,0,-0.015368948001374737
2011-06-17,2892.159912,2892.159912,2892.159912,2892.159912,2892.159912,0,-0.00871275691511624
2011-06-20,2874.899902,2874.899902,2874.899902,2874.899902,2874.899902,0,-0.005967861572379047
2011-06-21,2909.070068,2909.070068,2909.070068,2909.070068,2909.070068,0,0.011885688950849559
2011-06-22,2908.580078,2908.580078,2908.580078,2908.580078,2908.580078,0,-0.0001684352691913347
2011-06-23,2957.6298829999996,2957.6298829999996,2957.6298829999996,2957.6298829999996,2957.6298829999996,0,0.016863831727035452
2011-06-24,3027.469971,3027.469971,3027.469971,3027.469971,3027.469971,0,0.023613532038417123
2011-06-27,3036.48999,3036.48999,3036.48999,3036.48999,3036.48999,0,0.0029793917318428945
2011-06-28,3041.72998,3041.72998,3041.72998,3041.72998,3041.72998,0,0.0017256733983173889
2011-06-29,3000.169922,3000.169922,3000.169922,3000.169922,3000.169922,0,-0.013663296306136953
2011-06-30,3044.090088,3044.090088,3044.090088,3044.090088,3044.090088,0,0.014639226157804231
2011-07-01,3049.75,3049.75,3049.75,3049.75,3049.75,0,0.0018593115960371265
2011-07-04,3121.97998,3121.97998,3121.97998,3121.97998,3121.97998,0,0.023683901959177005
2011-07-05,3122.5,3122.5,3122.5,3122.5,3122.5,0,0.0001665673717740917
2011-07-06,3113.709961,3113.709961,3113.709961,3113.709961,3113.709961,0,-0.0028150645316252936
2011-07-07,3101.679932,3101.679932,3101.679932,3101.679932,3101.679932,0,-0.003863567625334135
2011-07-08,3109.179932,3109.179932,3109.179932,3109.179932,3109.179932,0,0.0024180444676520545
2011-07-11,3113.209961,3113.209961,3113.209961,3113.209961,3113.209961,0,0.0012961710445003648
2011-07-12,3056.909912,3056.909912,3056.909912,3056.909912,3056.909912,0,-0.01808424414199025
2011-07-13,3106.25,3106.25,3106.25,3106.25,3106.25,0,0.016140510980161303
2011-07-14,3115.75,3115.75,3115.75,3115.75,3115.75,0,0.003058350100603622
2011-07-15,3128.889893,3128.889893,3128.889893,3128.889893,3128.889893,0,0.00421724881649684
2011-07-18,3122.600098,3122.600098,3122.600098,3122.600098,3122.600098,0,-0.002010232131872638
2011-07-19,3095.1201170000004,3095.1201170000004,3095.1201170000004,3095.1201170000004,3095.1201170000004,0,-0.008800352314598402
2011-07-20,3091.570068,3091.570068,3091.570068,3091.570068,3091.570068,0,-0.001146982626135152
2011-07-21,3059.139893,3059.139893,3059.139893,3059.139893,3059.139893,0,-0.010489872228896208
2011-07-22,3067.98999,3067.98999,3067.98999,3067.98999,3067.98999,0,0.0028930017290974557
2011-07-25,2968.290039,2968.290039,2968.290039,2968.290039,2968.290039,0,-0.03249683060406597
2011-07-26,2977.77002,2977.77002,2977.77002,2977.77002,2977.77002,0,0.0031937515793415204
2011-07-27,3000.050049,3000.050049,3000.050049,3000.050049,3000.050049,0,0.0074821187836393134
2011-07-28,2981.0,2981.0,2981.0,2981.0,2981.0,0,-0.006349910397778149
2011-07-29,2972.080078,2972.080078,2972.080078,2972.080078,2972.080078,0,-0.00299225830258304
2011-08-01,2977.070068,2977.070068,2977.070068,2977.070068,2977.070068,0,0.0016789554349282356
2011-08-02,2956.3798829999996,2956.3798829999996,2956.3798829999996,2956.3798829999996,2956.3798829999996,0,-0.0069498481820752306
2011-08-03,2954.8701170000004,2954.8701170000004,2954.8701170000004,2954.8701170000004,2954.8701170000004,0,-0.0005106806498991515
2011-08-04,2960.310059,2960.310059,2960.310059,2960.310059,2960.310059,0,0.0018410088378173943
2011-08-05,2897.419922,2897.419922,2897.419922,2897.419922,2897.419922,0,-0.021244442557224668
2011-08-08,2793.899902,2793.899902,2793.899902,2793.899902,2793.899902,0,-0.035728345489025023
2011-08-09,2798.189941,2798.189941,2798.189941,2798.189941,2798.189941,0,0.0015355020403304265
2011-08-10,2824.1201170000004,2824.1201170000004,2824.1201170000004,2824.1201170000004,2824.1201170000004,0,0.009266767641489532
2011-08-11,2866.919922,2866.919922,2866.919922,2866.919922,2866.919922,0,0.015155093702411257
2011-08-12,2875.360107,2875.360107,2875.360107,2875.360107,2875.360107,0,0.0029439904948973766
2011-08-15,2917.8798829999996,2917.8798829999996,2917.8798829999996,2917.8798829999996,2917.8798829999996,0,0.014787635084901607
2011-08-16,2897.580078,2897.580078,2897.580078,2897.580078,2897.580078,0,-0.0069570392935875535
2011-08-17,2886.01001,2886.01001,2886.01001,2886.01001,2886.01001,0,-0.0039930106118019745
2011-08-18,2834.25,2834.25,2834.25,2834.25,2834.25,0,-0.017934799193575896
2011-08-19,2807.659912,2807.659912,2807.659912,2807.659912,2807.659912,0,-0.009381701684749024
2011-08-22,2777.790039,2777.790039,2777.790039,2777.790039,2777.790039,0,-0.010638707655558853
2011-08-23,2821.0,2821.0,2821.0,2821.0,2821.0,0,0.015555517297324437
2011-08-24,2810.02002,2810.02002,2810.02002,2810.02002,2810.02002,0,-0.003892229705778117
2011-08-25,2903.840088,2903.840088,2903.840088,2903.840088,2903.840088,0,0.0333876866827447
2011-08-26,2901.219971,2901.219971,2901.219971,2901.219971,2901.219971,0,-0.0009022938318220286
2011-08-29,2852.810059,2852.810059,2852.810059,2852.810059,2852.810059,0,-0.016686053620165182
2011-08-30,2841.73999,2841.73999,2841.73999,2841.73999,2841.73999,0,-0.003880408709677743
2011-08-31,2846.780029,2846.780029,2846.780029,2846.780029,2846.780029,0,0.001773574999027261
2011-09-01,2834.530029,2834.530029,2834.530029,2834.530029,2834.530029,0,-0.004303107326597028
2011-09-02,2803.850098,2803.850098,2803.850098,2803.850098,2803.850098,0,-0.01082363943444401
2011-09-05,2743.820068,2743.820068,2743.820068,2743.820068,2743.820068,0,-0.021409857125678586
2011-09-06,2723.300049,2723.300049,2723.300049,2723.300049,2723.300049,0,-0.007478631430433888
2011-09-07,2779.090088,2779.090088,2779.090088,2779.090088,2779.090088,0,0.020486188813636664
2011-09-08,2756.100098,2756.100098,2756.100098,2756.100098,2756.100098,0,-0.008272488214495059
2011-09-09,2751.090088,2751.090088,2751.090088,2751.090088,2751.090088,0,-0.0018177895656386156
2011-09-13,2720.280029,2720.280029,2720.280029,2720.280029,2720.280029,0,-0.011199218496838956
2011-09-14,2733.110107,2733.110107,2733.110107,2733.110107,2733.110107,0,0.004716454873477277
2011-09-15,2729.050049,2729.050049,2729.050049,2729.050049,2729.050049,0,-0.0014855083919237163
2011-09-16,2733.98999,2733.98999,2733.98999,2733.98999,2733.98999,0,0.001810132064749132
2011-09-19,2679.27002,2679.27002,2679.27002,2679.27002,2679.27002,0,-0.020014692884811953
2011-09-20,2689.840088,2689.840088,2689.840088,2689.840088,2689.840088,0,0.003945129800691008
2011-09-21,2771.01001,2771.01001,2771.01001,2771.01001,2771.01001,0,0.03017648609005341
2011-09-22,2685.689941,2685.689941,2685.689941,2685.689941,2685.689941,0,-0.030790242074946485
2011-09-23,2669.47998,2669.47998,2669.47998,2669.47998,2669.47998,0,-0.006035678487131818
2011-09-26,2610.919922,2610.919922,2610.919922,2610.919922,2610.919922,0,-0.021936878507700975
2011-09-27,2637.8798829999996,2637.8798829999996,2637.8798829999996,2637.8798829999996,2637.8798829999996,0,0.010325847519424445
2011-09-28,2610.590088,2610.590088,2610.590088,2610.590088,2610.590088,0,-0.010345351649963544
2011-09-29,2588.189941,2588.189941,2588.189941,2588.189941,2588.189941,0,-0.008580491860045641
2011-09-30,2581.350098,2581.350098,2581.350098,2581.350098,2581.350098,0,-0.002642712921354407
2011-10-10,2557.080078,2557.080078,2557.080078,2557.080078,2557.080078,0,-0.009402064454102549
2011-10-11,2551.98999,2551.98999,2551.98999,2551.98999,2551.98999,0,-0.0019905860765929142
2011-10-12,2644.76001,2644.76001,2644.76001,2644.76001,2644.76001,0,0.0363520313024425
2011-10-13,2662.600098,2662.600098,2662.600098,2662.600098,2662.600098,0,0.006745446820333586
2011-10-14,2653.780029,2653.780029,2653.780029,2653.780029,2653.780029,0,-0.0033125774338493533
2011-10-17,2666.949951,2666.949951,2666.949951,2666.949951,2666.949951,0,0.004962702958075521
2011-10-18,2592.209961,2592.209961,2592.209961,2592.209961,2592.209961,0,-0.028024519159789825
2011-10-19,2582.51001,2582.51001,2582.51001,2582.51001,2582.51001,0,-0.003741961934386709
2011-10-20,2520.530029,2520.530029,2520.530029,2520.530029,2520.530029,0,-0.02399989961703961
2011-10-21,2507.8798829999996,2507.8798829999996,2507.8798829999996,2507.8798829999996,2507.8798829999996,0,-0.005018843598153539
2011-10-24,2576.669922,2576.669922,2576.669922,2576.669922,2576.669922,0,0.027429558914006585
2011-10-25,2625.429932,2625.429932,2625.429932,2625.429932,2625.429932,0,0.01892365397045216
2011-10-26,2651.649902,2651.649902,2651.649902,2651.649902,2651.649902,0,0.009986924305394147
2011-10-27,2657.47998,2657.47998,2657.47998,2657.47998,2657.47998,0,0.0021986605379551187
2011-10-28,2709.02002,2709.02002,2709.02002,2709.02002,2709.02002,0,0.019394328607510284
2011-10-31,2695.310059,2695.310059,2695.310059,2695.310059,2695.310059,0,-0.005060856287064287
2011-11-01,2697.530029,2697.530029,2697.530029,2697.530029,2697.530029,0,0.0008236417894065015
2011-11-02,2742.389893,2742.389893,2742.389893,2742.389893,2742.389893,0,0.01662997761571907
2011-11-03,2744.300049,2744.300049,2744.300049,2744.300049,2744.300049,0,0.0006965296965524936
2011-11-04,2763.75,2763.75,2763.75,2763.75,2763.75,0,0.007087399574651997
2011-11-07,2736.25,2736.25,2736.25,2736.25,2736.25,0,-0.009950248756218905
2011-11-08,2727.709961,2727.709961,2727.709961,2727.709961,2727.709961,0,-0.0031210740977615273
2011-11-09,2751.649902,2751.649902,2751.649902,2751.649902,2751.649902,0,0.00877657131523746
2011-11-10,2699.590088,2699.590088,2699.590088,2699.590088,2699.590088,0,-0.01891949043450666
2011-11-11,2695.0,2695.0,2695.0,2695.0,2695.0,0,-0.001700290729471638
2011-11-14,2750.199951,2750.199951,2750.199951,2750.199951,2750.199951,0,0.020482356586270893
2011-11-15,2744.679932,2744.679932,2744.679932,2744.679932,2744.679932,0,-0.0020071336987672163
2011-11-16,2670.1201170000004,2670.1201170000004,2670.1201170000004,2670.1201170000004,2670.1201170000004,0,-0.027165213011073823
2011-11-17,2662.02002,2662.02002,2662.02002,2662.02002,2662.02002,0,-0.0030336077199033585
2011-11-18,2606.5,2606.5,2606.5,2606.5,2606.5,0,-0.020856349532637975
2011-11-21,2609.689941,2609.689941,2609.689941,2609.689941,2609.689941,0,0.0012238407826587723
2011-11-22,2609.47998,2609.47998,2609.47998,2609.47998,2609.47998,0,-8.045438528975851e-05
2011-11-23,2584.01001,2584.01001,2584.01001,2584.01001,2584.01001,0,-0.00976055390162453
2011-11-24,2588.919922,2588.919922,2588.919922,2588.919922,2588.919922,0,0.001900113382300743
2011-11-25,2569.969971,2569.969971,2569.969971,2569.969971,2569.969971,0,-0.007319635821474456
2011-11-28,2573.320068,2573.320068,2573.320068,2573.320068,2573.320068,0,0.001303554920019727
2011-11-29,2608.570068,2608.570068,2608.570068,2608.570068,2608.570068,0,0.013698257141948346
2011-11-30,2521.52002,2521.52002,2521.52002,2521.52002,2521.52002,0,-0.0333707915565947
2011-12-01,2583.610107,2583.610107,2583.610107,2583.610107,2583.610107,0,0.024624070603254635
2011-12-02,2557.310059,2557.310059,2557.310059,2557.310059,2557.310059,0,-0.010179573120860244
2011-12-05,2521.389893,2521.389893,2521.389893,2521.389893,2521.389893,0,-0.014046073871091703
2011-12-06,2516.340088,2516.340088,2516.340088,2516.340088,2516.340088,0,-0.00200278624659344
2011-12-07,2528.22998,2528.22998,2528.22998,2528.22998,2528.22998,0,0.004725073552935483
2011-12-08,2525.0,2525.0,2525.0,2525.0,2525.0,0,-0.0012775657379080951
2011-12-09,2503.459961,2503.459961,2503.459961,2503.459961,2503.459961,0,-0.008530708514851477
2011-12-12,2477.689941,2477.689941,2477.689941,2477.689941,2477.689941,0,-0.010293761594535815
2011-12-13,2421.929932,2421.929932,2421.929932,2421.929932,2421.929932,0,-0.022504837299172003
2011-12-14,2397.47998,2397.47998,2397.47998,2397.47998,2397.47998,0,-0.010095235075528989
2011-12-15,2340.790039,2340.790039,2340.790039,2340.790039,2340.790039,0,-0.023645636865756055
2011-12-16,2390.1298829999996,2390.1298829999996,2390.1298829999996,2390.1298829999996,2390.1298829999996,0,0.021078286893718122
2011-12-19,2384.409912,2384.409912,2384.409912,2384.409912,2384.409912,0,-0.002393163250534336
2011-12-20,2377.070068,2377.070068,2377.070068,2377.070068,2377.070068,0,-0.0030782643383006052
2011-12-21,2339.110107,2339.110107,2339.110107,2339.110107,2339.110107,0,-0.015969222578255116
2011-12-22,2341.330078,2341.330078,2341.330078,2341.330078,2341.330078,0,0.0009490664818883564
2011-12-23,2359.159912,2359.159912,2359.159912,2359.159912,2359.159912,0,0.007615258594905438
2011-12-26,2335.699951,2335.699951,2335.699951,2335.699951,2335.699951,0,-0.009944201272948733
2011-12-27,2305.030029,2305.030029,2305.030029,2305.030029,2305.030029,0,-0.013130934042649232
2011-12-28,2307.929932,2307.929932,2307.929932,2307.929932,2307.929932,0,0.001258076017889481
2011-12-29,2311.360107,2311.360107,2311.360107,2311.360107,2311.360107,0,0.001486256126080678
2011-12-30,2345.73999,2345.73999,2345.73999,2345.73999,2345.73999,0,0.01487430837621533
2012-01-04,2345.73999,2345.73999,2298.75,2298.75,2298.75,0,-0.020032053936208008
2012-01-05,2276.389893,2276.389893,2276.389893,2276.389893,2276.389893,0,-0.009727072104404554
2012-01-06,2290.600098,2290.600098,2290.600098,2290.600098,2290.600098,0,0.006242430193393878
2012-01-09,2368.570068,2368.570068,2368.570068,2368.570068,2368.570068,0,0.03403910183540039
2012-01-10,2447.350098,2447.350098,2447.350098,2447.350098,2447.350098,0,0.03326058665704624
2012-01-11,2435.610107,2435.610107,2435.610107,2435.610107,2435.610107,0,-0.00479702148441858
2012-01-12,2435.219971,2435.219971,2435.219971,2435.219971,2435.219971,0,-0.00016017998893941364
2012-01-13,2394.330078,2394.330078,2394.330078,2394.330078,2394.330078,0,-0.016791047004763592
2012-01-16,2345.649902,2345.649902,2345.649902,2345.649902,2345.649902,0,-0.020331439030604637
2012-01-17,2460.600098,2460.600098,2460.600098,2460.600098,2460.600098,0,0.04900569172833013
2012-01-18,2422.189941,2422.189941,2422.189941,2422.189941,2422.189941,0,-0.0156100770016306
2012-01-19,2468.350098,2468.350098,2468.350098,2468.350098,2468.350098,0,0.01905719952785478
2012-01-20,2504.090088,2504.090088,2504.090088,2504.090088,2504.090088,0,0.01447930341362785
2012-01-30,2504.090088,2504.090088,2460.719971,2460.719971,2460.719971,0,-0.017319711142916333
2012-01-31,2464.26001,2464.26001,2464.26001,2464.26001,2464.26001,0,0.0014386192015832502
2012-02-01,2428.98999,2428.98999,2428.98999,2428.98999,2428.98999,0,-0.014312621175068265
2012-02-02,2486.23999,2486.23999,2486.23999,2486.23999,2486.23999,0,0.023569467241814364
2012-02-03,2506.090088,2506.090088,2506.090088,2506.090088,2506.090088,0,0.007983983074779474
2012-02-06,2504.320068,2504.320068,2504.320068,2504.320068,2504.320068,0,-0.0007062874588888009
2012-02-07,2457.949951,2457.949951,2457.949951,2457.949951,2457.949951,0,-0.018516050560994
2012-02-08,2528.23999,2528.23999,2528.23999,2528.23999,2528.23999,0,0.02859701800331734
2012-02-09,2529.22998,2529.22998,2529.22998,2529.22998,2529.22998,0,0.00039157279527092455
2012-02-10,2533.6201170000004,2533.6201170000004,2533.6201170000004,2533.6201170000004,2533.6201170000004,0,0.0017357603044070838
2012-02-13,2531.97998,2531.97998,2531.97998,2531.97998,2531.97998,0,-0.0006473492174282109
2012-02-14,2522.110107,2522.110107,2522.110107,2522.110107,2522.110107,0,-0.003898084928775818
2012-02-15,2549.610107,2549.610107,2549.610107,2549.610107,2549.610107,0,0.010903568374622115
2012-02-16,2536.070068,2536.070068,2536.070068,2536.070068,2536.070068,0,-0.005310631207032621
2012-02-17,2537.090088,2537.090088,2537.090088,2537.090088,2537.090088,0,0.0004022049756710158
2012-02-20,2540.709961,2540.709961,2540.709961,2540.709961,2540.709961,0,0.001426781420621
2012-02-21,2562.449951,2562.449951,2562.449951,2562.449951,2562.449951,0,0.008556659490343154
2012-02-22,2597.47998,2597.47998,2597.47998,2597.47998,2597.47998,0,0.013670522222816289
2012-02-23,2606.26001,2606.26001,2606.26001,2606.26001,2606.26001,0,0.0033802108457443806
2012-02-24,2648.02002,2648.02002,2648.02002,2648.02002,2648.02002,0,0.01602296387918716
2012-02-27,2656.570068,2656.570068,2656.570068,2656.570068,2656.570068,0,0.0032288456791954544
2012-02-28,2662.459961,2662.459961,2662.459961,2662.459961,2662.459961,0,0.0022171043297322993
2012-02-29,2634.139893,2634.139893,2634.139893,2634.139893,2634.139893,0,-0.010636805215791184
