ticker,Volatility,Momentum,Reversion,PB,PCF,PE,PS
000001.SZ,0.1173506545806653,-0.08455226515892027,-0.08170889701630249,0.20337326955221877,0.09332514929437134,0.5239155056937427,0.22829658305422476
000008.SZ,-0.5452196285577996,1.636590918487846,-0.7951585832645122,0.3365632458078859,0.37034246778003127,-0.2104050606631648,0.20728664040971348
000009.SZ,-0.23174293992303296,0.12828216678541585,0.021884527953429572,0.2519889409194793,0.2694188206128586,0.3221923259788686,0.23797615767298116
000011.SZ,-0.1438412200627248,0.17274281812405817,0.14025783039756334,0.46444088437676634,-0.1087629971563847,0.45829466856600853,0.016868015754713094
000012.SZ,0.3368930114099914,-0.17670066613458132,-0.0966224176446077,0.06708612031668244,0.2580791323615142,0.43085859749158534,0.1804062221994156
000016.SZ,0.10658744730976126,-0.3241880540795481,0.07478288944643115,0.41440975181153017,0.14434161773381976,0.31040575978614166,0.2736605879918642
000017.SZ,1.8087144033275044,-1.5836951991367425,0.8790230701031322,-1.329470616917486,1.3085909133512263,2.179387401052693,-2.2625499717803277
000021.SZ,0.20741683448510023,0.030512598704860044,-0.018600237322679382,0.02844788977537771,0.11237007996294791,0.45608657432613187,0.1837662600682617
000022.SZ,0.10216587454425685,0.038517701307494136,-0.013685536259445612,0.14719112805926732,0.2712228809920359,0.2738430183833311,0.18074493297306038
000027.SZ,0.04919990300876332,-0.6094271952608823,0.14467425231047756,0.3085231857118588,0.14330872078365875,-0.23542268959367302,1.1991438230397968
000030.SZ,-0.5658133681514996,0.42133046934708174,0.6897838873293289,-0.8828305176515042,0.8934050521200263,0.5068030642863509,-0.0626785872797842
000036.SZ,0.2990233281573323,0.20178040981196427,-0.005900518594277851,0.20907640798762528,0.013776490427187777,0.14476372144198296,0.13748016076818526
000037.SZ,-2.2239862613659813,-0.03007564413586629,0.17099388331777604,1.4752358394642515,0.49202646860404947,0.029603787052629303,1.0862019270631416
000039.SZ,0.812958344193913,-0.11077147514914873,-0.29093053758576864,0.022051114704274136,-0.10741639703236903,0.5216042056092152,0.15250474525988414
000043.SZ,0.13927924020946045,0.19255160193734494,-0.20989330201790213,0.6762720350547079,-0.2837737470995117,0.09792673219364931,0.3876374397222513
000045.SZ,1.1106939996179384,2.7532950341105185,-0.9344305267563588,2.707362094681333,-2.505739089896688,-4.042320565315696,1.911139053558953
000046.SZ,-0.5402766478886478,-0.3092093182792786,0.3823254224224673,1.5056135761694913,0.06845858518023178,-0.15847241298324424,0.051560795378980576
000050.SZ,0.5289943926020125,0.32185864600196834,-0.3225901961603288,0.40391672562707526,-0.014915930229842092,-0.28527806726083504,0.3680144294199498
000055.SZ,-0.05557457980340176,-0.3783328621638031,0.1287379053389407,0.5465988837765177,-0.1290121305249633,0.44774436530220596,0.4398384180745038
000056.SZ,0.4054559012509505,0.5875426788998438,-0.524864822146233,-0.042428339332024445,0.07986975230310586,0.23744810845573738,0.25697672056862003
000058.SZ,0.18748300007043087,0.04516646257151997,0.06626125445246163,0.28482127111978206,0.016994217739178023,0.18981479638875567,0.20945899765787182
000059.SZ,0.38801134508477353,0.700188599877625,-0.6661058504372482,0.1400439172912806,0.9695921448300131,-0.40266889498736597,-0.1290612616590778
000060.SZ,0.6264657048701731,-0.08554238289697864,-0.17186079187425032,-0.09046680321124201,0.5799751460193744,0.6408284881640044,-0.4993993610710809
000061.SZ,0.9556198027377483,-0.04488419076910221,0.1589508312357147,0.8700799426413901,-0.8899035454631238,-1.3046981163760099,1.2548352759933827
000062.SZ,0.23244210546945,0.1929510567704726,0.20202498529270937,0.36094614716492335,0.21271459217991875,-0.08144367227459905,-0.11963521460287498
000063.SZ,0.36416674648575537,-0.36789242630085794,-0.49760046760747195,1.0477654986963725,0.5991757073386003,-0.6943344080899597,0.5487193494775615
000066.SZ,0.21372266963962533,-0.16410175384560227,-0.12200718441388357,0.9687688722239033,-0.05020526699751434,-0.3019058467270145,0.45572851012048604
000068.SZ,0.7107942128878686,0.7617041884981933,-0.5016224580297085,0.840705739465019,-0.21783013276031293,-0.26403363250459083,-0.32971791755646856
000069.SZ,0.10567743079845285,-0.08768156179876847,0.10577359809668199,0.22172752190056272,-0.014956132493875392,0.41933283946588634,0.25012630403106006
000078.SZ,-0.17951346165016666,-0.8064620676335739,0.7201025217678169,0.3259508401790293,0.24279326194819156,0.5338591229398452,0.1632697824488578
000088.SZ,-0.03125145907112262,0.06297101999414668,-0.06734998537007832,0.29444628728124106,0.17454516679516996,0.2824056260811126,0.2842333442895306
000089.SZ,0.3467017228169443,-0.35082200710207817,-0.28785256446054325,-0.031070578292163056,-0.2639161891751473,1.7333697706222524,-0.14641015440926486
000090.SZ,-0.005947594362291732,-0.17884251923580488,0.14738143410458943,0.3903054397190948,0.11571867613507163,0.20945366034313137,0.3219309032962093
000096.SZ,0.13117882324456293,-0.21251084590155025,0.052451808126850595,0.3589015588927598,-0.05826390651146048,0.2760844719981978,0.45215809015063957
000100.SZ,-0.36138238382970744,0.1119710633606617,-0.15693632518779838,0.4084187530060838,0.16977314062311097,0.5154155457595087,0.3127402062681407
000156.SZ,0.4006252561198507,0.007588459523411049,-0.013411563812250614,0.27772400361140975,0.272933814519995,0.051680745262491376,0.002859284775092686
000157.SZ,0.14509874029982078,-0.05234815515506606,-0.013776713041334094,0.29539025408397385,-0.023689620737221806,0.37207626872405297,0.2772492258257742
000158.SZ,-0.3977421036794477,0.30617752777779444,-0.10121095811001787,0.38457160488195086,0.31223718127488825,0.2545123558439566,0.24145439201087546
