Ticker,Beta
000001.SZ,1.19648458307
000002.SZ,1.00093247105
000005.SZ,0.614524122117
000008.SZ,0.594845978555
000009.SZ,1.17665647527
000010.SZ,0.148256929572
000011.SZ,1.25682713751
000012.SZ,1.33674740527
000016.SZ,0.955686094823
000017.SZ,0.473931638777
000021.SZ,0.983372807479
000022.SZ,0.960480671307
000027.SZ,0.691539536768
000030.SZ,0.088342649299
000036.SZ,0.973226439159
000037.SZ,0.693295737724
000039.SZ,1.2339401565
000043.SZ,0.9551634424
000045.SZ,0.980424287876
000046.SZ,0.955588257483
000050.SZ,1.22277472742
000055.SZ,1.08748010751
000056.SZ,0.765318506293
000058.SZ,0.531216927852
000059.SZ,0.861050222603
000060.SZ,1.21457043767
000061.SZ,0.774675984512
000062.SZ,0.994878348104
000063.SZ,0.285508637904
000066.SZ,0.906069503456
000068.SZ,0.389080464359
000069.SZ,1.09624804963
000078.SZ,0.955080531152
000088.SZ,0.676542535737
000089.SZ,0.741250193199
000090.SZ,1.0412025972
000096.SZ,1.02939184357
000100.SZ,0.808859415095
000156.SZ,0.192761157586
000157.SZ,1.16993558064
000158.SZ,0.98357795351
000333.SZ,0.141998143274
000338.SZ,1.20166989898
000400.SZ,0.820952357897
000401.SZ,1.31334883995
000402.SZ,0.915333348649
000404.SZ,1.04596372921
000407.SZ,0.756387877553
000410.SZ,1.09690773669
000413.SZ,0.442539362936
000415.SZ,0.908406925864
000416.SZ,1.06336899051
000417.SZ,0.974192890565
000418.SZ,1.14631261407
000419.SZ,1.02398033987
000420.SZ,0.926648217842
000421.SZ,0.89196593178
000422.SZ,1.20442262948
000423.SZ,0.628706132926
000425.SZ,1.2570101173
000426.SZ,1.02500305846
000428.SZ,0.872874267997
000429.SZ,0.675508330789
000488.SZ,0.80436369812
000498.SZ,0.26641511111
000501.SZ,0.736757559713
000507.SZ,0.369504233089
000510.SZ,1.0086281202
000514.SZ,0.865505964151
000516.SZ,0.683063181758
000517.SZ,0.948885407366
000518.SZ,0.979408237443
000519.SZ,0.439562792234
000520.SZ,0.692843698293
000521.SZ,1.05562209629
000525.SZ,0.978984281016
000528.SZ,1.28020789506
000529.SZ,0.99204123392
000531.SZ,0.975565960507
000533.SZ,0.97152785531
000536.SZ,0.642313932669
000537.SZ,1.21571768309
000538.SZ,0.283739479206
000539.SZ,0.645360705071
000541.SZ,0.628020416235
000543.SZ,0.976044379859
000545.SZ,0.550854620842
000546.SZ,0.905226638999
000547.SZ,0.703688184242
000550.SZ,1.02859231789
000552.SZ,1.24622128473
000553.SZ,0.86742000726
000558.SZ,0.969427080811
000559.SZ,1.31540116613
000560.SZ,0.276670915949
000561.SZ,1.09227234248
000563.SZ,0.211759961135
000564.SZ,0.839259302312
000566.SZ,0.830591477535
000568.SZ,0.689646351017
000570.SZ,0.917024286264
000571.SZ,0.902676969003
000572.SZ,1.09971864672
000573.SZ,0.799954017968
000581.SZ,0.78658197135
000582.SZ,0.877608509
000584.SZ,0.364303687662
000587.SZ,0.415592905641
000589.SZ,0.919477835032
000596.SZ,0.758829136901
000598.SZ,0.351229153534
000599.SZ,0.915071984146
000600.SZ,0.698861824685
000601.SZ,0.901743583111
000603.SZ,1.01072407809
000607.SZ,0.632188911494
000612.SZ,0.643357675942
000616.SZ,0.615201883214
000620.SZ,0.623857119738
000623.SZ,1.40255898956
000625.SZ,1.02516414852
000627.SZ,0.870309774044
000630.SZ,1.05818239102
000631.SZ,1.27103452969
000636.SZ,1.04243103579
000637.SZ,0.990414084724
000650.SZ,0.902075200142
000651.SZ,0.313499521291
000652.SZ,0.855742062978
000655.SZ,1.20062892448
000656.SZ,0.0291168462516
000657.SZ,0.319791678911
000659.SZ,0.987410094387
000665.SZ,0.80729266707
000666.SZ,1.13295704034
000667.SZ,0.790544883787
000670.SZ,0.0891548582665
000671.SZ,1.08226001961
000672.SZ,0.330712537507
000677.SZ,0.520953065062
000680.SZ,1.38062101992
000681.SZ,0.193682924088
000682.SZ,0.930955026309
000683.SZ,1.07507494643
000685.SZ,1.30625470983
000686.SZ,1.3063824318
000687.SZ,0.913845747893
000690.SZ,0.763441543256
000692.SZ,0.690446350127
000697.SZ,1.05027853406
000698.SZ,0.937905848336
000703.SZ,0.558006350178
000709.SZ,0.835409495486
000712.SZ,0.446315353313
000717.SZ,0.734248008099
000718.SZ,0.241861384729
000719.SZ,0.288817900663
000725.SZ,0.740421486239
000726.SZ,0.9236584606
000727.SZ,0.367927572319
000728.SZ,1.29160727464
000729.SZ,0.507068786986
000731.SZ,1.07056666381
000732.SZ,0.90781122594
000735.SZ,1.01672263532
000737.SZ,0.988978083044
000738.SZ,0.935651027827
000739.SZ,0.156002904753
000750.SZ,1.3264267571
000751.SZ,0.149682984037
000753.SZ,1.00648564564
000758.SZ,1.38276846663
000759.SZ,0.585022218168
000760.SZ,0.272146700054
000761.SZ,0.854143890894
000767.SZ,0.681275786546
000768.SZ,0.988340485683
000776.SZ,1.41551563494
000778.SZ,0.783398386038
000780.SZ,1.28460384273
000782.SZ,0.930967173204
000783.SZ,1.16742436723
000786.SZ,0.680698743601
000788.SZ,0.902322578306
000789.SZ,0.894342798715
000791.SZ,0.852639630549
000792.SZ,1.0783757382
000793.SZ,0.611118242293
000800.SZ,1.20852032193
000801.SZ,0.413436555438
000807.SZ,1.13660589778
000809.SZ,0.919565171998
000810.SZ,0.0838170529266
000816.SZ,0.793799322338
000818.SZ,0.915532091435
000822.SZ,0.97219936156
000823.SZ,1.22385051807
000825.SZ,0.790228411467
000826.SZ,0.381205210498
000828.SZ,0.885219388031
000829.SZ,0.955310977138
000830.SZ,1.03392999356
000831.SZ,0.562987226758
000833.SZ,0.856811687833
000837.SZ,0.987423834445
000839.SZ,1.25950776651
000848.SZ,0.848240218879
000850.SZ,1.1071809548
000851.SZ,0.928489242144
000858.SZ,0.670405763615
000859.SZ,0.0339746805057
000860.SZ,1.07399253833
000861.SZ,0.978215956479
000863.SZ,0.686386308516
000868.SZ,0.977454447967
000869.SZ,0.738990426945
000875.SZ,0.802112927861
000876.SZ,1.06121430458
000877.SZ,0.84003011339
000878.SZ,1.16025747166
000882.SZ,0.670035347498
000883.SZ,0.00210309939273
000886.SZ,0.897199050323
000887.SZ,0.493042273578
000888.SZ,0.597769371964
000893.SZ,0.410915248284
000895.SZ,0.625192243832
000897.SZ,1.01044866944
000898.SZ,0.877056706884
000899.SZ,0.988413150629
000900.SZ,0.882403517557
000902.SZ,0.689877626506
000903.SZ,1.01168704797
000905.SZ,0.878921497862
000908.SZ,0.488666396645
000910.SZ,0.907777154271
000912.SZ,0.908112329628
000916.SZ,0.724470910975
000917.SZ,0.715079602803
000918.SZ,0.966510330253
000919.SZ,0.941168558515
000921.SZ,0.906147082291
000922.SZ,0.619111063114
000926.SZ,1.11906597799
000928.SZ,0.956347187745
000930.SZ,0.951952062811
000931.SZ,1.08233705437
000932.SZ,0.859986260205
000933.SZ,1.25920048847
000935.SZ,1.09901523967
000936.SZ,0.942263702553
000937.SZ,1.55364698598
000939.SZ,1.03052280893
000949.SZ,0.967446669376
000955.SZ,0.488780483002
000959.SZ,0.580554560999
000960.SZ,1.31426413537
000961.SZ,1.25445746428
000965.SZ,0.943688917366
000966.SZ,0.927180563978
000968.SZ,1.33244944988
000969.SZ,1.14529208603
000970.SZ,1.19206373045
000972.SZ,0.535999472709
000973.SZ,0.861876195155
000975.SZ,0.75517266871
000976.SZ,0.774705213517
000977.SZ,1.0121419515
000980.SZ,0.822908550168
000981.SZ,0.0
000982.SZ,0.20433311242
000983.SZ,1.20606776579
000988.SZ,1.01737767483
000997.SZ,0.686282799844
000998.SZ,0.322822959738
000999.SZ,0.595433488521
001896.SZ,0.97357687434
002001.SZ,0.398267035436
002002.SZ,0.52363393831
002004.SZ,0.567823264388
002005.SZ,0.755995823449
002007.SZ,0.801537620988
002008.SZ,1.19720458993
002011.SZ,0.965311945694
002013.SZ,0.22946775697
002016.SZ,1.03395614636
002018.SZ,-0.0464419952179
002021.SZ,0.581430618976
002022.SZ,0.872660507501
002023.SZ,1.03297650312
002024.SZ,1.00701284262
002028.SZ,1.02809528818
002029.SZ,0.815086972066
002030.SZ,1.08285212918
002031.SZ,1.08290759295
002032.SZ,0.804720860847
002038.SZ,0.612599734916
002041.SZ,0.795502451517
002042.SZ,0.879269107807
002044.SZ,0.901300232842
002047.SZ,0.708352187169
002048.SZ,0.970750606629
002049.SZ,0.813058758817
002050.SZ,0.121676343233
002051.SZ,0.691472308754
002052.SZ,0.469171997743
002059.SZ,0.0368295355446
002060.SZ,0.968287649868
002062.SZ,1.09131478327
002063.SZ,0.656473901184
002064.SZ,0.835185955929
002065.SZ,0.657194488472
002067.SZ,0.888594660427
002068.SZ,0.8643800854
002069.SZ,0.879145315736
002071.SZ,0.986529413262
002073.SZ,1.03679959533
002074.SZ,0.856382501132
002078.SZ,0.837344218249
002079.SZ,0.776231764982
002081.SZ,0.941673197345
002083.SZ,1.01137942584
002085.SZ,1.10572971592
002087.SZ,0.929142754273
002089.SZ,1.05848077935
002092.SZ,1.09704360783
002093.SZ,1.04219557143
002097.SZ,0.323817708315
002099.SZ,0.272788775099
002100.SZ,1.03297327452
002102.SZ,0.927958161319
002104.SZ,0.797531777314
002106.SZ,1.18627422643
